0,0,0,0.2125,0.14375,0.4625,0.15,0.65,0.11875,0.7875,0.125,0.5625,-0.24375,0.7625,-0.4,0.89375,-0.5,1,-0.6,0.48125,-0.3625,0.675,-0.5625,0.8125,-0.6875,0.91875,-0.8,0.35625,-0.44375,0.51875,-0.6375,0.64375,-0.7625,0.74375,-0.8625,0.2,-0.48125,0.28125,-0.66875,0.35,-0.79375,0.41875,-0.9
0,0,0,0.303797468,0.151898734,0.569620253,0.189873418,0.772151899,0.164556962,0.905063291,0.14556962,0.64556962,-0.101265823,0.82278481,-0.183544304,0.924050633,-0.246835443,1,-0.297468354,0.575949367,-0.253164557,0.740506329,-0.373417722,0.85443038,-0.455696203,0.930379747,-0.506329114,0.474683544,-0.360759494,0.607594937,-0.5,0.708860759,-0.575949367,0.778481013,-0.626582278,0.335443038,-0.436708861,0.373417722,-0.607594937,0.411392405,-0.721518987,0.436708861,-0.816455696
0,0,0,0.3,0.15625,0.5625,0.19375,0.7625,0.16875,0.9,0.15,0.64375,-0.10625,0.81875,-0.1875,0.925,-0.25,1,-0.29375,0.575,-0.25625,0.73125,-0.38125,0.85,-0.45625,0.925,-0.5125,0.4625,-0.3625,0.6,-0.5,0.7,-0.58125,0.76875,-0.63125,0.31875,-0.4375,0.35,-0.60625,0.39375,-0.725,0.41875,-0.825
1,0,0,0.388429752,0.190082645,0.727272727,0.148760331,0.958677686,-0.05785124,1,-0.289256198,0.73553719,-0.165289256,0.958677686,-0.289256198,0.842975207,-0.173553719,0.702479339,-0.107438017,0.661157025,-0.314049587,0.917355372,-0.438016529,0.710743802,-0.26446281,0.512396694,-0.20661157,0.553719008,-0.454545455,0.826446281,-0.561983471,0.619834711,-0.371900826,0.421487603,-0.297520661,0.404958678,-0.628099174,0.719008264,-0.719008264,0.619834711,-0.561983471,0.438016529,-0.47107438
1,0,0,0.393442623,0.180327869,0.729508197,0.139344262,0.950819672,-0.073770492,1,-0.295081967,0.737704918,-0.163934426,0.950819672,-0.295081967,0.852459016,-0.180327869,0.704918033,-0.106557377,0.663934426,-0.31147541,0.926229508,-0.442622951,0.721311475,-0.270491803,0.524590164,-0.213114754,0.557377049,-0.450819672,0.836065574,-0.56557377,0.639344262,-0.37704918,0.43442623,-0.303278689,0.418032787,-0.62295082,0.721311475,-0.721311475,0.631147541,-0.557377049,0.450819672,-0.475409836
1,0,0,0.39516129,0.177419355,0.733870968,0.129032258,0.951612903,-0.072580645,1,-0.298387097,0.741935484,-0.153225806,0.959677419,-0.290322581,0.846774194,-0.177419355,0.701612903,-0.112903226,0.661290323,-0.298387097,0.927419355,-0.435483871,0.717741935,-0.274193548,0.532258065,-0.209677419,0.556451613,-0.435483871,0.830645161,-0.564516129,0.637096774,-0.370967742,0.443548387,-0.298387097,0.419354839,-0.60483871,0.717741935,-0.709677419,0.637096774,-0.556451613,0.459677419,-0.467741935
1,0,0,0.39516129,0.169354839,0.733870968,0.112903226,0.951612903,-0.088709677,1,-0.306451613,0.733870968,-0.169354839,0.951612903,-0.298387097,0.846774194,-0.185483871,0.709677419,-0.129032258,0.661290323,-0.306451613,0.927419355,-0.443548387,0.725806452,-0.274193548,0.532258065,-0.225806452,0.556451613,-0.451612903,0.838709677,-0.564516129,0.637096774,-0.379032258,0.443548387,-0.314516129,0.427419355,-0.620967742,0.725806452,-0.709677419,0.637096774,-0.556451613,0.467741935,-0.475806452
1,0,0,0.409836066,0.180327869,0.737704918,0.131147541,0.959016393,-0.073770492,1,-0.303278689,0.737704918,-0.163934426,0.959016393,-0.286885246,0.852459016,-0.172131148,0.713114754,-0.114754098,0.663934426,-0.303278689,0.93442623,-0.43442623,0.729508197,-0.262295082,0.532786885,-0.213114754,0.557377049,-0.442622951,0.844262295,-0.557377049,0.647540984,-0.368852459,0.450819672,-0.303278689,0.426229508,-0.614754098,0.729508197,-0.713114754,0.647540984,-0.557377049,0.467213115,-0.475409836
1,0,0,0.401639344,0.18852459,0.737704918,0.147540984,0.959016393,-0.06557377,1,-0.303278689,0.745901639,-0.155737705,0.975409836,-0.270491803,0.860655738,-0.155737705,0.713114754,-0.090163934,0.672131148,-0.303278689,0.942622951,-0.426229508,0.729508197,-0.254098361,0.532786885,-0.196721311,0.56557377,-0.442622951,0.852459016,-0.557377049,0.647540984,-0.368852459,0.442622951,-0.295081967,0.426229508,-0.614754098,0.737704918,-0.713114754,0.647540984,-0.557377049,0.467213115,-0.459016393
1,0,0,0.390243902,0.178861789,0.723577236,0.130081301,0.951219512,-0.06504065,1,-0.300813008,0.731707317,-0.162601626,0.951219512,-0.292682927,0.845528455,-0.178861789,0.715447154,-0.113821138,0.658536585,-0.308943089,0.926829268,-0.430894309,0.723577236,-0.268292683,0.528455285,-0.219512195,0.56097561,-0.447154472,0.837398374,-0.552845528,0.634146341,-0.365853659,0.43902439,-0.308943089,0.422764228,-0.617886179,0.731707317,-0.707317073,0.642276423,-0.552845528,0.463414634,-0.471544715
